source,destination,star rating,rating,offer type,price,date
ITAKA,"Włochy,Toskania",4,N/A,1.08 - 4.08.2025 (4 dni)Poznań 06:25Śniadania,4 339 zł,1.08-4.08.2025(4 dni)
ITAKA,"Cypr,Larnaka",4,5.1,20.07 - 23.07.2025 (4 dni)Kraków 05:352 posiłki,3 119 zł,20.07-23.07.2025(4 dni)
ITAKA,"Portugalia,Algarve",4,4.4,17.07 - 24.07.2025 (8 dni)Katowice 07:452 posiłki,4 499 zł,17.07-24.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Fuerteventura",4,N/A,25.07 - 29.07.2025 (4 dni)Katowice 14:20Śniadania,3 489 zł,25.07-29.07.2025(4 dni)
ITAKA,"Wyspy Kanaryjskie,Fuerteventura",4,N/A,21.07 - 26.07.2025 (5 dni)Katowice 14:20All inclusive,4 199 zł,21.07-26.07.2025(5 dni)
ITAKA,"Portugalia,Algarve",4,5.6,28.08 - 4.09.2025 (8 dni)Katowice 07:45All inclusive,5 099 zł,28.08-4.09.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Lanzarote",4,N/A,16.07 - 23.07.2025 (8 dni)Katowice 08:30Śniadania,5 129 zł,16.07-23.07.2025(8 dni)
ITAKA,"Portugalia,Algarve",4,4.7,17.07 - 24.07.2025 (8 dni)Katowice 07:452 posiłki,3 399 zł,17.07-24.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Lanzarote",3,5.4,16.07 - 19.07.2025 (4 dni)Berlin 13:50Bez wyżywienia,5 059 zł,16.07-19.07.2025(4 dni)
ITAKA,"Portugalia,Algarve",5,5.1,24.07 - 31.07.2025 (8 dni)Katowice 07:45All inclusive,8 199 zł,24.07-31.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",3,3.6,31.07 - 5.08.2025 (5 dni)Warszawa-Modlin 06:45Śniadania,3 699 zł,31.07-5.08.2025(5 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",4,N/A,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:10Śniadania,4 509 zł,28.07-31.07.2025(4 dni)
ITAKA,Portugalia,0,5.3,31.07 - 7.08.2025 (8 dni)Katowice 07:45Wyżywienie zgodnie z programem,4 999 zł,31.07-7.08.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",5,N/A,1.08 - 4.08.2025 (4 dni)Warszawa-Okęcie 10:40Śniadania,5 019 zł,1.08-4.08.2025(4 dni)
ITAKA,"Portugalia,Algarve",4,5.6,24.07 - 31.07.2025 (8 dni)Katowice 07:45All inclusive,6 999 zł,24.07-31.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",4,N/A,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:10Śniadania,4 059 zł,28.07-31.07.2025(4 dni)
ITAKA,"Portugalia,Algarve",5,6.0,28.08 - 4.09.2025 (8 dni)Poznań 06:05Śniadania,7 099 zł,28.08-4.09.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",5,N/A,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:10Śniadania,4 949 zł,28.07-31.07.2025(4 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",3,N/A,21.07 - 25.07.2025 (5 dni)Warszawa-Okęcie 10:40Bez wyżywienia,4 739 zł,21.07-25.07.2025(5 dni)
ITAKA,"Portugalia,Algarve",4,5.5,17.07 - 24.07.2025 (8 dni)Katowice 07:45All inclusive,4 299 zł,17.07-24.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",4,5.1,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:10Śniadania,4 099 zł,28.07-31.07.2025(4 dni)
ITAKA,Portugalia,3,5.3,17.07 - 24.07.2025 (8 dni)Katowice 07:45Śniadania,2 699 zł,17.07-24.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",5,N/A,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:102 posiłki,4 879 zł,28.07-31.07.2025(4 dni)
ITAKA,"Turcja,Antalya",4,N/A,18.07 - 24.07.2025 (6 dni)Katowice 19:452 posiłki,5 209 zł,18.07-24.07.2025(6 dni)
ITAKA,"Cypr,Larnaka",4,N/A,28.07 - 2.08.2025 (5 dni)Gdańsk 18:20Śniadania,3 909 zł,28.07-2.08.2025(5 dni)
ITAKA,"Turcja,Side",5,6.0,29.08 - 3.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,4 899 zł,29.08-3.09.2025(6 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",4,5.8,31.07 - 5.08.2025 (5 dni)Warszawa-Modlin 06:45Śniadania,3 619 zł,31.07-5.08.2025(5 dni)
ITAKA,"Turcja,Belek",5,N/A,1.08 - 6.08.2025 (6 dni)Wrocław 02:05All inclusive,5 649 zł,1.08-6.08.2025(6 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",4,N/A,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:10Śniadania,3 449 zł,28.07-31.07.2025(4 dni)
ITAKA,"Egipt,Hurghada",4,4.9,17.07 - 24.07.2025 (8 dni)Gdańsk 21:05All inclusive,2 799 zł,17.07-24.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",4,N/A,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:10Śniadania,3 299 zł,28.07-31.07.2025(4 dni)
ITAKA,"Egipt,Hurghada",4,5.2,24.07 - 31.07.2025 (8 dni)Gdańsk 21:05All inclusive,4 499 zł,24.07-31.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Lanzarote",5,N/A,16.07 - 23.07.2025 (8 dni)Katowice 08:30Śniadania,5 479 zł,16.07-23.07.2025(8 dni)
ITAKA,"Egipt,Hurghada",4,4.7,17.07 - 24.07.2025 (8 dni)Gdańsk 21:05All inclusive,2 798 zł,17.07-24.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Lanzarote",5,N/A,16.07 - 23.07.2025 (8 dni)Katowice 08:30Śniadania,5 749 zł,16.07-23.07.2025(8 dni)
ITAKA,Egipt,0,5.2,24.07 - 1.08.2025 (8 dni)Katowice 16:25Wyżywienie zgodnie z programem,3 199 zł,24.07-1.08.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Lanzarote",4,N/A,16.07 - 23.07.2025 (8 dni)Katowice 08:30Śniadania,4 719 zł,16.07-23.07.2025(8 dni)
ITAKA,"Egipt,Hurghada",4,4.6,27.07 - 3.08.2025 (8 dni)Katowice 19:45All inclusive,2 999 zł,27.07-3.08.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Lanzarote",4,N/A,16.07 - 23.07.2025 (8 dni)Katowice 08:30Śniadania,5 149 zł,16.07-23.07.2025(8 dni)
ITAKA,"Egipt,Hurghada",4,4.8,20.07 - 27.07.2025 (8 dni)Katowice 19:45All inclusive,2 799 zł,20.07-27.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Lanzarote",4,N/A,26.07 - 30.07.2025 (5 dni)Berlin 13:50Śniadania,5 959 zł,26.07-30.07.2025(5 dni)
ITAKA,"Egipt,Hurghada",4,4.8,17.07 - 24.07.2025 (8 dni)Gdańsk 21:05All inclusive,2 699 zł,17.07-24.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Lanzarote",4,N/A,30.07 - 3.08.2025 (5 dni)Berlin 13:50Śniadania,5 909 zł,30.07-3.08.2025(5 dni)
ITAKA,"Egipt,Hurghada",4,5.2,31.07 - 8.08.2025 (8 dni)Katowice 16:25All inclusive,4 199 zł,31.07-8.08.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",4,5.1,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:10Śniadania,3 549 zł,28.07-31.07.2025(4 dni)
ITAKA,"Egipt,Hurghada",5,5.6,17.07 - 24.07.2025 (8 dni)Wrocław 09:30All inclusive,4 599 zł,17.07-24.07.2025(8 dni)
ITAKA,"Cypr,Larnaka",4,N/A,20.07 - 23.07.2025 (4 dni)Kraków 05:35Śniadania,2 849 zł,20.07-23.07.2025(4 dni)
ITAKA,"Tajlandia,Phuket",5,N/A,31.07 - 9.08.2025 (9 dni)Warszawa-Okęcie 09:30Śniadania,7 659 zł,31.07-9.08.2025(9 dni)
ITAKA,"Cypr,Pafos",3,4.5,28.07 - 4.08.2025 (8 dni)Gdańsk 15:00Śniadania,3 039 zł,28.07-4.08.2025(8 dni)
ITAKA,"Tajlandia,Khao Lak",5,5.8,30.07 - 7.08.2025 (8 dni)Warszawa-Okęcie 09:30Śniadania,8 879 zł,30.07-7.08.2025(8 dni)
ITAKA,"Cypr,Pafos",3,5.1,26.07 - 2.08.2025 (8 dni)Kraków 19:102 posiłki,4 289 zł,26.07-2.08.2025(8 dni)
ITAKA,"Tajlandia,Phuket",5,4.8,28.07 - 12.08.2025 (15 dni)Warszawa-Okęcie 09:30Śniadania,6 769 zł,28.07-12.08.2025(15 dni)
ITAKA,Malta,4,5.6,20.07 - 23.07.2025 (4 dni)Kraków 19:20Śniadania,2 759 zł,20.07-23.07.2025(4 dni)
ITAKA,"Tajlandia,Phuket",4,N/A,30.07 - 5.08.2025 (6 dni)Warszawa-Okęcie 09:30Śniadania,5 639 zł,30.07-5.08.2025(6 dni)
ITAKA,Malta,5,5.8,23.07 - 26.07.2025 (4 dni)Rzeszów 21:15Śniadania,3 409 zł,23.07-26.07.2025(4 dni)
ITAKA,"Tajlandia,Phuket",4,N/A,30.07 - 5.08.2025 (6 dni)Warszawa-Okęcie 09:30Śniadania,5 949 zł,30.07-5.08.2025(6 dni)
ITAKA,Malta,4,N/A,29.07 - 1.08.2025 (4 dni)Wrocław 10:55Bez wyżywienia,2 769 zł,29.07-1.08.2025(4 dni)
ITAKA,"Tajlandia,Phuket",4,N/A,30.07 - 5.08.2025 (6 dni)Warszawa-Okęcie 09:30Śniadania,5 879 zł,30.07-5.08.2025(6 dni)
ITAKA,Malta,3,N/A,31.07 - 3.08.2025 (4 dni)Wrocław 16:25Bez wyżywienia,2 659 zł,31.07-3.08.2025(4 dni)
ITAKA,"Tajlandia,Phuket",5,N/A,28.07 - 2.08.2025 (5 dni)Warszawa-Okęcie 09:30Śniadania,9 019 zł,28.07-2.08.2025(5 dni)
ITAKA,Malta,5,N/A,20.07 - 23.07.2025 (4 dni)Kraków 19:20Śniadania,3 789 zł,20.07-23.07.2025(4 dni)
ITAKA,"Grecja,Kreta",4,4.9,30.07 - 6.08.2025 (8 dni)Katowice 02:35All inclusive,4 299 zł,30.07-6.08.2025(8 dni)
ITAKA,Malta,4,5.8,22.07 - 25.07.2025 (4 dni)Wrocław 10:55Śniadania,2 579 zł,22.07-25.07.2025(4 dni)
ITAKA,"Grecja,Kreta",3,4.7,20.07 - 27.07.2025 (8 dni)Poznań 21:452 posiłki,2 799 zł,20.07-27.07.2025(8 dni)
ITAKA,Malta,4,N/A,23.07 - 26.07.2025 (4 dni)Rzeszów 21:15Śniadania,3 349 zł,23.07-26.07.2025(4 dni)
ITAKA,"Tajlandia,Phuket",4,N/A,3.08 - 9.08.2025 (6 dni)Warszawa-Okęcie 09:30Śniadania,7 309 zł,3.08-9.08.2025(6 dni)
ITAKA,Malta,3,N/A,29.07 - 1.08.2025 (4 dni)Wrocław 10:55Śniadania,2 509 zł,29.07-1.08.2025(4 dni)
ITAKA,"Grecja,Kreta",4,5.3,20.07 - 28.07.2025 (8 dni)Katowice 03:45All inclusive,5 049 zł,20.07-28.07.2025(8 dni)
ITAKA,Malta,3,4.8,29.07 - 1.08.2025 (4 dni)Wrocław 10:55Śniadania,2 729 zł,29.07-1.08.2025(4 dni)
ITAKA,"Egipt,Hurghada",5,5.2,17.07 - 24.07.2025 (8 dni)Gdańsk 21:05All inclusive,2 799 zł,17.07-24.07.2025(8 dni)
ITAKA,Malta,3,N/A,30.07 - 2.08.2025 (4 dni)Kraków 17:30Śniadania,3 059 zł,30.07-2.08.2025(4 dni)
ITAKA,"Egipt,Hurghada",4,5.5,17.07 - 24.07.2025 (8 dni)Gdańsk 21:05All inclusive,3 499 zł,17.07-24.07.2025(8 dni)
ITAKA,Czarnogóra,4,N/A,18.07 - 21.07.2025 (4 dni)Kraków 19:05Śniadania,2 809 zł,18.07-21.07.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",4,N/A,30.07 - 6.08.2025 (8 dni)Katowice 05:50Śniadania,5 929 zł,30.07-6.08.2025(8 dni)
ITAKA,Czarnogóra,4,N/A,25.07 - 29.07.2025 (5 dni)Kraków 19:05Śniadania,3 019 zł,25.07-29.07.2025(5 dni)
ITAKA,"Hiszpania,Ibiza",4,N/A,16.07 - 23.07.2025 (8 dni)Katowice 05:502 posiłki,5 299 zł,16.07-23.07.2025(8 dni)
ITAKA,Czarnogóra,5,N/A,26.07 - 29.07.2025 (4 dni)Berlin 11:35Śniadania,5 159 zł,26.07-29.07.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",5,N/A,27.08 - 3.09.2025 (8 dni)Katowice 05:50Śniadania,9 299 zł,27.08-3.09.2025(8 dni)
ITAKA,Czarnogóra,4,N/A,2.08 - 5.08.2025 (4 dni)Berlin 11:35Śniadania,3 939 zł,2.08-5.08.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",3,4.8,13.08 - 20.08.2025 (8 dni)Katowice 05:50All inclusive,4 399 zł,13.08-20.08.2025(8 dni)
ITAKA,Czarnogóra,5,N/A,22.07 - 26.07.2025 (5 dni)Berlin 12:45Śniadania,5 839 zł,22.07-26.07.2025(5 dni)
ITAKA,"Hiszpania,Ibiza",4,N/A,27.08 - 3.09.2025 (8 dni)Katowice 05:50Śniadania,7 099 zł,27.08-3.09.2025(8 dni)
ITAKA,Czarnogóra,3,N/A,2.08 - 5.08.2025 (4 dni)Berlin 11:35Śniadania,3 279 zł,2.08-5.08.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",4,N/A,27.08 - 3.09.2025 (8 dni)Katowice 05:50Śniadania,6 199 zł,27.08-3.09.2025(8 dni)
ITAKA,Czarnogóra,4,N/A,26.07 - 29.07.2025 (4 dni)Kraków 15:40Śniadania,2 749 zł,26.07-29.07.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",4,4.3,16.07 - 23.07.2025 (8 dni)Katowice 05:50All inclusive,4 799 zł,16.07-23.07.2025(8 dni)
ITAKA,Czarnogóra,4,N/A,2.08 - 5.08.2025 (4 dni)Berlin 11:35Śniadania,3 599 zł,2.08-5.08.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",4,N/A,23.07 - 30.07.2025 (8 dni)Katowice 05:50Śniadania,6 299 zł,23.07-30.07.2025(8 dni)
ITAKA,Malta,3,N/A,23.07 - 26.07.2025 (4 dni)Rzeszów 21:15Bez wyżywienia,2 669 zł,23.07-26.07.2025(4 dni)
ITAKA,"Egipt,Hurghada",4,5.5,17.07 - 24.07.2025 (8 dni)Wrocław 09:30All inclusive,4 399 zł,17.07-24.07.2025(8 dni)
ITAKA,"Wyspy Kanaryjskie,Teneryfa",5,5.6,28.07 - 31.07.2025 (4 dni)Warszawa-Modlin 13:10Śniadania,4 699 zł,28.07-31.07.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",5,N/A,23.07 - 30.07.2025 (8 dni)Katowice 05:50Śniadania,9 999 zł,23.07-30.07.2025(8 dni)
ITAKA,Malta,4,N/A,29.07 - 1.08.2025 (4 dni)Wrocław 10:55Śniadania,3 509 zł,29.07-1.08.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",4,5.1,27.08 - 3.09.2025 (8 dni)Katowice 05:50All inclusive,5 399 zł,27.08-3.09.2025(8 dni)
ITAKA,Malta,4,N/A,27.07 - 30.07.2025 (4 dni)Kraków 19:20Śniadania,2 619 zł,27.07-30.07.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",3,5.0,13.08 - 20.08.2025 (8 dni)Katowice 05:50All inclusive,4 899 zł,13.08-20.08.2025(8 dni)
ITAKA,"Cypr,Larnaka",5,N/A,20.07 - 23.07.2025 (4 dni)Kraków 05:35Śniadania,4 789 zł,20.07-23.07.2025(4 dni)
ITAKA,"Egipt,Hurghada",5,5.6,20.07 - 27.07.2025 (8 dni)Warszawa-Okęcie 19:20All inclusive,5 599 zł,20.07-27.07.2025(8 dni)
ITAKA,"Cypr,Larnaka",5,N/A,27.07 - 30.07.2025 (4 dni)Kraków 05:35Śniadania,4 429 zł,27.07-30.07.2025(4 dni)
ITAKA,"Egipt,Hurghada",5,5.6,27.07 - 3.08.2025 (8 dni)Katowice 19:45All inclusive,4 999 zł,27.07-3.08.2025(8 dni)
ITAKA,"Cypr,Larnaka",4,5.6,2.08 - 7.08.2025 (6 dni)Katowice 17:202 posiłki,4 669 zł,2.08-7.08.2025(6 dni)
ITAKA,"Egipt,Hurghada",5,5.5,20.07 - 27.07.2025 (8 dni)Katowice 19:45All inclusive ultra,4 799 zł,20.07-27.07.2025(8 dni)
ITAKA,Cypr,3,4.3,16.07 - 21.07.2025 (6 dni)Kraków 15:10Śniadania,3 169 zł,16.07-21.07.2025(6 dni)
ITAKA,"Egipt,Hurghada",5,5.1,17.07 - 24.07.2025 (8 dni)Gdańsk 21:05All inclusive ultra,3 399 zł,17.07-24.07.2025(8 dni)
ITAKA,"Cypr,Pafos",4,4.9,26.07 - 29.07.2025 (4 dni)Kraków 19:102 posiłki,3 589 zł,26.07-29.07.2025(4 dni)
ITAKA,"Egipt,Hurghada",5,4.9,17.07 - 24.07.2025 (8 dni)Gdańsk 21:05All inclusive,2 699 zł,17.07-24.07.2025(8 dni)
ITAKA,"Cypr,Larnaka",3,5.2,20.07 - 23.07.2025 (4 dni)Kraków 05:35Śniadania,2 279 zł,20.07-23.07.2025(4 dni)
ITAKA,"Egipt,Hurghada",5,5.1,20.07 - 27.07.2025 (8 dni)Katowice 19:45All inclusive 24h,3 699 zł,20.07-27.07.2025(8 dni)
ITAKA,"Cypr,Larnaka",4,N/A,20.07 - 23.07.2025 (4 dni)Kraków 05:35Śniadania,2 629 zł,20.07-23.07.2025(4 dni)
ITAKA,"Hiszpania,Ibiza",5,N/A,23.07 - 30.07.2025 (8 dni)Katowice 05:50Śniadania,9 499 zł,23.07-30.07.2025(8 dni)
ITAKA,Malta,4,N/A,26.07 - 29.07.2025 (4 dni)Wrocław 16:30Śniadania,3 779 zł,26.07-29.07.2025(4 dni)
ITAKA,"Grecja,Kreta",4,4.8,23.07 - 30.07.2025 (8 dni)Bydgoszcz 19:55All inclusive,3 599 zł,23.07-30.07.2025(8 dni)
ITAKA,Malta,4,N/A,1.08 - 4.08.2025 (4 dni)Wrocław 08:50Śniadania,2 989 zł,1.08-4.08.2025(4 dni)
ITAKA,"Grecja,Kreta",4,5.6,20.07 - 27.07.2025 (8 dni)Poznań 21:45All inclusive,4 899 zł,20.07-27.07.2025(8 dni)
ITAKA,Malta,0,N/A,26.07 - 29.07.2025 (4 dni)Wrocław 16:30Bez wyżywienia,3 699 zł,26.07-29.07.2025(4 dni)
ITAKA,"Turcja,Kemer",5,N/A,5.09 - 10.09.2025 (6 dni)Wrocław 02:05All inclusive 24h,18 049 zł,5.09-10.09.2025(6 dni)
ITAKA,Malta,3,N/A,1.08 - 4.08.2025 (4 dni)Wrocław 08:50Śniadania,2 549 zł,1.08-4.08.2025(4 dni)
ITAKA,"Turcja,Belek",5,N/A,5.09 - 10.09.2025 (6 dni)Wrocław 02:05All inclusive,11 499 zł,5.09-10.09.2025(6 dni)
ITAKA,Malta,3,5.2,26.07 - 29.07.2025 (4 dni)Wrocław 16:30Śniadania,2 729 zł,26.07-29.07.2025(4 dni)
ITAKA,"Turcja,Kemer",5,N/A,29.08 - 3.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,5 049 zł,29.08-3.09.2025(6 dni)
ITAKA,Malta,3,N/A,28.07 - 1.08.2025 (4 dni)Kraków 11:20Bez wyżywienia,2 449 zł,28.07-1.08.2025(4 dni)
ITAKA,"Turcja,Antalya",5,N/A,15.08 - 20.08.2025 (6 dni)Wrocław 02:05Ultra all inclusive,6 499 zł,15.08-20.08.2025(6 dni)
ITAKA,Malta,4,5.6,22.07 - 25.07.2025 (4 dni)Wrocław 10:55Śniadania,2 239 zł,22.07-25.07.2025(4 dni)
ITAKA,"Turcja,Antalya",5,N/A,5.09 - 10.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,8 299 zł,5.09-10.09.2025(6 dni)
ITAKA,Malta,3,N/A,22.07 - 25.07.2025 (4 dni)Wrocław 10:55Śniadania,2 709 zł,22.07-25.07.2025(4 dni)
ITAKA,"Turcja,Belek",5,5.0,1.08 - 6.08.2025 (6 dni)Wrocław 02:05Ultra all inclusive,6 699 zł,1.08-6.08.2025(6 dni)
ITAKA,Malta,3,5.5,23.07 - 26.07.2025 (4 dni)Rzeszów 21:15Bez wyżywienia,2 379 zł,23.07-26.07.2025(4 dni)
ITAKA,"Turcja,Antalya",5,N/A,29.08 - 3.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,5 499 zł,29.08-3.09.2025(6 dni)
ITAKA,Malta,3,N/A,23.07 - 26.07.2025 (4 dni)Rzeszów 21:15Bez wyżywienia,2 349 zł,23.07-26.07.2025(4 dni)
ITAKA,"Turcja,Side",5,N/A,29.08 - 3.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,7 249 zł,29.08-3.09.2025(6 dni)
ITAKA,Malta,0,N/A,23.07 - 26.07.2025 (4 dni)Rzeszów 21:15Śniadania,3 559 zł,23.07-26.07.2025(4 dni)
ITAKA,"Turcja,Antalya",5,N/A,1.08 - 6.08.2025 (6 dni)Wrocław 02:05Śniadania,3 049 zł,1.08-6.08.2025(6 dni)
ITAKA,"Czechy,Praga",3,N/A,21.07 - 23.07.2025 (3 dni)Kraków 07:20Bez wyżywienia,1 699 zł,21.07-23.07.2025(3 dni)
ITAKA,"Turcja,Belek",5,N/A,5.09 - 10.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,5 849 zł,5.09-10.09.2025(6 dni)
ITAKA,"Turcja,Side",5,N/A,5.09 - 10.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,6 699 zł,5.09-10.09.2025(6 dni)
ITAKA,"Turcja,Side",5,N/A,1.08 - 6.08.2025 (6 dni)Wrocław 02:05Ultra all inclusive,4 899 zł,1.08-6.08.2025(6 dni)
ITAKA,"Turcja,Belek",5,N/A,29.08 - 3.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,12 299 zł,29.08-3.09.2025(6 dni)
ITAKA,"Turcja,Side",5,N/A,29.08 - 3.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,7 449 zł,29.08-3.09.2025(6 dni)
ITAKA,"Turcja,Belek",5,N/A,29.08 - 3.09.2025 (6 dni)Wrocław 02:05All inclusive,12 299 zł,29.08-3.09.2025(6 dni)
ITAKA,"Turcja,Antalya",5,N/A,29.08 - 3.09.2025 (6 dni)Wrocław 02:05All inclusive ultra,19 949 zł,29.08-3.09.2025(6 dni)
ITAKA,"Turcja,Belek",5,N/A,5.09 - 10.09.2025 (6 dni)Wrocław 02:05Ultra all inclusive,5 599 zł,5.09-10.09.2025(6 dni)
ITAKA,"Turcja,Side",5,N/A,1.08 - 6.08.2025 (6 dni)Wrocław 02:05Ultra all inclusive,6 299 zł,1.08-6.08.2025(6 dni)
Rainbow,Wypoczynek•Albania: Shengjin,3,4.0/6(16 ocen),All inclusive,3 333zł/os.,14.07.2025 (12 dni / 11 noclegów)inne terminy
Rainbow,Wypoczynek•Albania: Shengjin,5,3.9/6(130 ocen),All inclusive,3 581zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Albania: Durres,5,4.2/6(11 ocen),All inclusive,3 709zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Albania: Durres,4,5.0/6(329 ocen),All inclusive,3 730zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Fuerteventura,4,5.0/6(927 ocen),All inclusive,3 767zł/os.,14.07.2025 (12 dni / 10 noclegów)inne terminy
Rainbow,Wypoczynek•Albania: Durres,5,5.2/6(273 oceny),All inclusive,4 110zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Albania: Durres,5,4.7/6(125 ocen),All inclusive,4 111zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Turcja: Marmaris,5,5.2/6(682 oceny),All inclusive,4 128zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Albania: Durres,5,4.5/6(72 oceny),All inclusive,4 130zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Turcja: Marmaris,5,5.4/6(264 oceny),All inclusive,4 361zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Costa Almeria,4.5,5.2/6(221 ocen),All inclusive,4 699zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Objazd + wypoczynek•Albania i Macedonia,Not available,5.3/6(155 ocen),2 posiłki,4 946zł/os.,14.07.2025 (15 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Costa del Sol,4.5,5.3/6(16 ocen),2 posiłki,5 328zł/os.,14.07.2025 (9 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Costa Almeria,4,5.2/6(21 ocen),2 posiłki,5 551zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Grecja: Rodos,4,5.2/6(176 ocen),All inclusive,6 682zł/os.,14.07.2025 (12 dni / 11 noclegów)inne terminy
Rainbow,Wypoczynek•Grecja: Rodos,4,4.2/6(129 ocen),All inclusive,7 227zł/os.,14.07.2025 (16 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Costa de la Luz,4.5,5.0/6(286 ocen),2 posiłki,7 322zł/os.,14.07.2025 (16 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Fuerteventura,4,,2 posiłki,7 997zł/os.,14.07.2025 (15 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Grecja: Rodos,4,4.4/6(120 ocen),All inclusive,8 001zł/os.,14.07.2025 (16 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Costa Almeria,5,5.3/6(8 ocen),All inclusive,8 380zł/os.,14.07.2025 (8 dni / 7 noclegów)inne terminy
Rainbow,Wypoczynek•Grecja: Rodos,4,5.0/6(556 ocen),All inclusive,8 414zł/os.,14.07.2025 (15 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Costa de la Luz,4,5.5/6(121 ocen),All inclusive,8 628zł/os.,14.07.2025 (16 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Fuerteventura,5,,2 posiłki,8 977zł/os.,14.07.2025 (15 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Hiszpania: Fuerteventura,5,5.8/6(6 ocen),Śniadania,8 996zł/os.,14.07.2025 (12 dni / 10 noclegów)inne terminy
Rainbow,Wypoczynek•Grecja: Rodos,5,5.4/6(270 ocen),All inclusive,9 394zł/os.,14.07.2025 (16 dni / 14 noclegów)inne terminy
Rainbow,Wypoczynek•Portugalia: Algarve,4,5.2/6(34 oceny),2 posiłki,12 959zł/os.,14.07.2025 (16 dni / 14 noclegów)inne terminy
